probeID,gene,chromosome,position,beta_delta,p_value,FDR,comparison
cg09502809,NA,1,31782571,-0.015822149313343362,0.0013105572077179086,0.04680325596550192,A1_asthma_vs_nonasthmatic
cg17678115,C11orf46,11,30358274,-0.014579929746573449,0.0013106112875764866,0.04680325596550192,A1_asthma_vs_nonasthmatic
cg13862550,PHLPP1,18,62823757,-0.020688661906509427,0.001310639784562416,0.04680325596550192,A1_asthma_vs_nonasthmatic
cg23701364,C6orf168,6,99343374,-0.013013045399047303,0.0013110151406893126,0.04681333510574752,A1_asthma_vs_nonasthmatic
cg07156824,RAB35,12,120115498,-0.01996970327047028,0.0013111151026066422,0.04681333510574752,A1_asthma_vs_nonasthmatic
cg07632068,GPR176,15,39887440,-0.025104553548914714,0.0013111212954583639,0.04681333510574752,A1_asthma_vs_nonasthmatic
cg18008965,OR8K1,11,56344596,-0.05312430833800947,0.0013112794002614768,0.04681333510574752,A1_asthma_vs_nonasthmatic
cg00448578,NA,1,200227712,-0.042608390914109256,0.001311304056116886,0.04681333510574752,A1_asthma_vs_nonasthmatic
cg08092333,C7orf27,7,2552705,-0.029821978507344353,0.0013113193926933143,0.04681333510574752,A1_asthma_vs_nonasthmatic
cg16162734,EPC2,2,148786387,-0.021237801353352685,0.001311464498708628,0.04681529533575918,A1_asthma_vs_nonasthmatic
cg10214615,LAMA4,6,112217501,-0.05124090724773985,0.001311568378131577,0.04681706956500304,A1_asthma_vs_nonasthmatic
cg23288347,NA,23,140687832,-0.0456790709406832,0.001311743629390129,0.04681945730555279,A1_asthma_vs_nonasthmatic
cg10322254,SH3BP2,4,2811815,0.02525233481461858,0.0013120923950327584,0.04682780558656405,A1_asthma_vs_nonasthmatic
cg27609645,LINC01237,2,242054457,-0.033900962230138124,0.001312107664613129,0.04682780558656405,A1_asthma_vs_nonasthmatic
cg23988827,SIRT1,10,67916958,-0.06562674640662657,0.001312140091642514,0.04682780558656405,A1_asthma_vs_nonasthmatic
cg01627199,LANCL3,23,37608070,-0.03553755167779978,0.0013123997524758834,0.046835138174748686,A1_asthma_vs_nonasthmatic
cg15635622,CBFB,16,67056601,-0.051417704507664544,0.0013125943695068362,0.0468401490583941,A1_asthma_vs_nonasthmatic
cg19347596,NA,17,67778167,0.060208183893709674,0.001312699253891351,0.04684185477951069,A1_asthma_vs_nonasthmatic
cg11065632,FAP,2,162173786,-0.044515759215443595,0.001312802390957636,0.04684185477951069,A1_asthma_vs_nonasthmatic
cg14549093,HERC2,15,28111421,-0.030702945221419652,0.001312804785390729,0.04684185477951069,A1_asthma_vs_nonasthmatic
cg24214585,PAFAH1B1,17,2650822,-0.05666357740072553,0.001313083884229506,0.04684987880779092,A1_asthma_vs_nonasthmatic
cg18688746,AFAP1,4,7942031,0.042183787899326135,0.0013132367853678534,0.04685094699530145,A1_asthma_vs_nonasthmatic
cg09401384,ANK2,4,112983016,-0.02015292615425693,0.0013132744595553084,0.04685094699530145,A1_asthma_vs_nonasthmatic
cg10233953,CCT6A,7,56063826,-0.02695037596527635,0.0013133359830835602,0.04685094699530145,A1_asthma_vs_nonasthmatic
cg03626424,NA,11,28521304,-0.018788419674668367,0.001313384903305411,0.04685094699530145,A1_asthma_vs_nonasthmatic
cg14332665,DNAJC13,3,132490203,-0.04664046649581112,0.0013137799479594862,0.046863104498847764,A1_asthma_vs_nonasthmatic
cg14682329,KCTD16,5,144198616,-0.036449296286637234,0.0013139500572753508,0.04686554988751492,A1_asthma_vs_nonasthmatic
cg23764016,OR5M9,11,56464263,-0.052636012943675876,0.0013140112019929355,0.04686554988751492,A1_asthma_vs_nonasthmatic
cg18581746,KLK11,19,51024688,-0.025466929551881432,0.0013142215485285335,0.04686893097667404,A1_asthma_vs_nonasthmatic
cg27480676,VRK2,2,58109966,-0.012301033848978477,0.0013142481974852183,0.04686893097667404,A1_asthma_vs_nonasthmatic
cg07345820,NA,7,99949631,-0.014295305874132991,0.0013142687113225052,0.04686893097667404,A1_asthma_vs_nonasthmatic
cg11678063,LOC101928461,6,136629137,-0.013671113763160223,0.0013145659145423982,0.046876415301349554,A1_asthma_vs_nonasthmatic
cg24085438,KCMF1,2,85017468,-0.04548657730499635,0.0013146119906673316,0.046876415301349554,A1_asthma_vs_nonasthmatic
cg07128900,MTSS1L,16,70680454,-0.024396957077322444,0.0013146413186895436,0.046876415301349554,A1_asthma_vs_nonasthmatic
cg04415014,C1D,2,68046697,-0.06027713836966521,0.00131470112188919,0.0468766134627326,A1_asthma_vs_nonasthmatic
cg11897895,NA,15,73651286,-0.017173469513317524,0.0013148183550211175,0.046876682419279316,A1_asthma_vs_nonasthmatic
cg18662080,FLT1,13,28483579,-0.025973637879995685,0.001314826571454337,0.046876682419279316,A1_asthma_vs_nonasthmatic
cg00382665,TEX41,2,145020829,-0.0315458509351033,0.0013148657934725734,0.046876682419279316,A1_asthma_vs_nonasthmatic
cg11410694,OR5M11,11,56544581,-0.04514678572959062,0.0013150956399605996,0.0468819991289077,A1_asthma_vs_nonasthmatic
cg08315265,CYP19A1,15,51243235,-0.011778940365677197,0.0013151234283827978,0.0468819991289077,A1_asthma_vs_nonasthmatic
cg21320455,GAA,17,80112704,0.038783623648461316,0.0013152927914569445,0.046884554089814366,A1_asthma_vs_nonasthmatic
cg18304242,NA,14,55668446,0.016223824723896607,0.0013153447298120105,0.046884554089814366,A1_asthma_vs_nonasthmatic
cg17834425,WDR27,6,169659231,-0.048496290445055226,0.0013153578645347804,0.046884554089814366,A1_asthma_vs_nonasthmatic
cg22770135,TRPC7,5,136365552,0.029503632204685687,0.0013154926636946985,0.04688569011415312,A1_asthma_vs_nonasthmatic
cg01379412,DIXDC1,11,111939809,-0.06188701634136134,0.0013155459693111262,0.04688569011415312,A1_asthma_vs_nonasthmatic
cg25893430,NA,7,46352565,0.019613623477288365,0.001315552504880936,0.04688569011415312,A1_asthma_vs_nonasthmatic
cg13796843,NRG4,15,76011293,-0.05078965919609342,0.001315833486074722,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg14826752,NA,2,168442551,-0.06634535832493717,0.001315900610477529,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg01095867,NA,23,120592585,-0.02884024476859717,0.0013159513600453927,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg09749007,LIMS1,2,109222902,-0.04443524286917815,0.0013160073931305334,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg19523486,MGAM,7,142013521,-0.04801701558681209,0.0013160759116683089,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg26460216,NA,7,120870317,-0.03587660757356063,0.0013160855523473758,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg23900752,NA,2,11514295,-0.01438061394640436,0.001316235995849039,0.046891928662773266,A1_asthma_vs_nonasthmatic
ch.12.2538228F,KDM2B,12,121564734,0.03368481152321526,0.001316252935217404,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg12726960,STAC,3,36380211,0.016919585931882822,0.0013163667545819297,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg14143887,NA,9,99299706,-0.016030608699396095,0.0013164125587386696,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg27291539,NA,1,221169178,-0.023875921232814505,0.001316414893959766,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg03755508,PARP11,12,3952709,-0.04262283047759967,0.0013164476690814871,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg10388873,PPP3R1,2,68188953,-0.021872381323915516,0.0013165795732010988,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg17132070,IL17F,6,52236807,-0.02319253412007191,0.0013166289490436406,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg07781678,NA,5,143887815,-0.023253740070140298,0.00131665003040383,0.046891928662773266,A1_asthma_vs_nonasthmatic
cg04543823,NA,13,80548661,-0.05019625950715884,0.001316723229051389,0.04689260300149252,A1_asthma_vs_nonasthmatic
cg07196044,CDKAL1,6,20867049,-0.030497848734258204,0.0013168550532835748,0.04689321626084656,A1_asthma_vs_nonasthmatic
cg02955114,NA,3,56471901,-0.010115911388858959,0.0013168937603012629,0.04689321626084656,A1_asthma_vs_nonasthmatic
cg01587686,CHSY3,5,130035601,-0.025228141542815132,0.0013174044995791032,0.04690478275374551,A1_asthma_vs_nonasthmatic
cg22627091,SPON1,11,14230371,-0.0188711469951001,0.0013174468577896788,0.04690478275374551,A1_asthma_vs_nonasthmatic
cg01979646,LOC101928008,11,9838474,-0.023123797794814886,0.0013174828955485583,0.04690478275374551,A1_asthma_vs_nonasthmatic
cg18753962,NA,13,45995831,-0.01915219141541853,0.0013174994581759514,0.04690478275374551,A1_asthma_vs_nonasthmatic
ch.2.85209317F,NA,2,85128683,0.01630943647971364,0.0013175674322747765,0.04690526452119839,A1_asthma_vs_nonasthmatic
cg10818986,OR2T8,1,247919844,-0.049417901543734946,0.00131762154835271,0.04690526452119839,A1_asthma_vs_nonasthmatic
cg11146821,L1TD1,1,62198688,0.04631506837339107,0.0013177667603935502,0.04690850146348687,A1_asthma_vs_nonasthmatic
cg27513365,NA,1,86056635,-0.04801391506886562,0.0013178400852493443,0.04690917927867493,A1_asthma_vs_nonasthmatic
cg10177813,CCDC122,13,43876708,-0.020239737637549656,0.0013179231491867957,0.04690978076427544,A1_asthma_vs_nonasthmatic
cg25823934,THNSL1,10,25025000,-0.014362998939140066,0.0013179655514028127,0.04690978076427544,A1_asthma_vs_nonasthmatic
cg00815644,JAZF1,7,28205577,-0.013245427690154502,0.0013181208631224432,0.04691337644600435,A1_asthma_vs_nonasthmatic
cg14759548,PEX7,6,136880439,-0.029478746281231517,0.0013182461316563583,0.04691419059448647,A1_asthma_vs_nonasthmatic
cg03158150,SVOP,12,109022734,-0.013334893542030216,0.0013182523167397872,0.04691419059448647,A1_asthma_vs_nonasthmatic
cg01874886,PKIA,8,79470844,-0.040560814892684365,0.0013184093360341716,0.04691784641735376,A1_asthma_vs_nonasthmatic
cg08969523,NA,6,51491062,-0.016259551137668315,0.0013186264722210674,0.04691977695885612,A1_asthma_vs_nonasthmatic
cg01729008,PDE4D,5,60007358,-0.0645231639875073,0.001318965949126751,0.04692784846947402,A1_asthma_vs_nonasthmatic
cg23372773,WDR49,3,167248994,-0.02845985399775525,0.0013190305428404674,0.04692784846947402,A1_asthma_vs_nonasthmatic
cg04695653,HHLA2,3,108310163,-0.03097152726786871,0.001319124838190496,0.04692784846947402,A1_asthma_vs_nonasthmatic
cg11691510,NA,20,58224993,-0.0534787301859813,0.00131939032786921,0.046934868144081224,A1_asthma_vs_nonasthmatic
cg02475998,NA,7,36543984,0.024710294096209128,0.0013195859020346987,0.04693845379168062,A1_asthma_vs_nonasthmatic
cg16092524,IQSEC2,23,53244782,-0.02780831352058957,0.0013198670349009478,0.04694652142184498,A1_asthma_vs_nonasthmatic
cg15565110,TMEM67,8,94765766,0.04203829394031004,0.0013199772902763528,0.04694851067446867,A1_asthma_vs_nonasthmatic
cg16743752,NRXN1,2,50019370,-0.049172801341437894,0.0013200780551154386,0.04694857738066547,A1_asthma_vs_nonasthmatic
cg02058254,TRIM9,14,51005200,-0.013024216754836823,0.0013200878238960388,0.04694857738066547,A1_asthma_vs_nonasthmatic
cg00271171,NA,2,126119398,-0.060730844344594664,0.0013201534897518458,0.04694898055376917,A1_asthma_vs_nonasthmatic
cg23898712,EPHB6,7,142861654,-0.02552191811252128,0.0013202479766220023,0.04695040862114636,A1_asthma_vs_nonasthmatic
cg02324079,TNRC6A,16,24804570,-0.039553035663005595,0.001320351910562206,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg22891060,ZNF815,7,5862983,0.04894318415194974,0.0013205263273031718,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg10436737,PRRX1,1,170731367,-0.027971381875926803,0.0013205391954073848,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg01766096,TRRAP,7,98568332,-0.021110155038310128,0.001320605217163758,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg13254934,SPON1,11,13968063,-0.02091035871052571,0.0013206065760426938,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg13118761,TTC8,14,88827264,-0.04530092595131832,0.001320614332393218,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg15560692,NA,2,215301292,-0.04855255725323955,0.0013206877825964203,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg15607708,ZNF331,19,53538054,-0.020828451231336823,0.0013206986661936672,0.046950978846000906,A1_asthma_vs_nonasthmatic
cg08507991,BCAS1,20,52646082,-0.034839318146897114,0.00132078459464673,0.04695210206232923,A1_asthma_vs_nonasthmatic
cg00729060,NA,3,86234138,-0.05947985020360696,0.001320933330396446,0.046955457808669256,A1_asthma_vs_nonasthmatic
cg08263104,NA,4,85409365,-0.01104906726725721,0.0013210622561996646,0.04695613614823903,A1_asthma_vs_nonasthmatic
cg23884471,NA,6,113685226,-0.054325089715932286,0.0013211154266519495,0.04695613614823903,A1_asthma_vs_nonasthmatic
cg04824852,ARSD,23,2828110,-0.04382711190796927,0.0013212475006396927,0.046956967722508396,A1_asthma_vs_nonasthmatic
cg15016639,NA,5,160007510,-0.016119338572457703,0.001321451563207264,0.04696156906147323,A1_asthma_vs_nonasthmatic
cg05996811,NA,4,73942620,-0.03667528251882315,0.0013214919049951677,0.04696156906147323,A1_asthma_vs_nonasthmatic
cg04379409,NA,6,134765307,-0.03768828720778509,0.0013215400027274207,0.04696156906147323,A1_asthma_vs_nonasthmatic
cg00979064,COG3,13,45490000,-0.04669693393722093,0.0013217813723930272,0.046964896113471315,A1_asthma_vs_nonasthmatic
cg03304589,NA,7,64273766,-0.01824134070247126,0.001321796672779483,0.046964896113471315,A1_asthma_vs_nonasthmatic
cg00399162,IMMP2L,7,110724878,-0.03824171271512375,0.0013220148228962236,0.046967798045462486,A1_asthma_vs_nonasthmatic
ch.1.822136R,NIPAL3,1,24420244,0.022529451336137884,0.0013221004926528023,0.046967798045462486,A1_asthma_vs_nonasthmatic
cg11546830,POLL,10,101582259,-0.0308015238629904,0.0013221251872703183,0.046967798045462486,A1_asthma_vs_nonasthmatic
cg02511809,APC,5,112737847,0.02144880487592609,0.0013222275395621584,0.046967798045462486,A1_asthma_vs_nonasthmatic
cg19725306,NA,8,58752481,-0.015286912703409821,0.0013223074824996414,0.046967798045462486,A1_asthma_vs_nonasthmatic
cg01678802,NA,7,51325495,-0.0125912086893381,0.0013223327642430524,0.046967798045462486,A1_asthma_vs_nonasthmatic
cg12425378,NA,11,32336279,-0.02334769389903832,0.0013223974651231632,0.046967798045462486,A1_asthma_vs_nonasthmatic
cg07431298,NA,1,110771213,-0.018876566040723353,0.0013224218589370246,0.046967798045462486,A1_asthma_vs_nonasthmatic
cg12979151,C10orf76,10,101953652,-0.031180366473978247,0.001322492723928016,0.046968127912177644,A1_asthma_vs_nonasthmatic
cg06036728,PRKAG2,7,151720304,0.019360077289978506,0.0013227439880702243,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg16431266,ZRANB3,2,135529114,-0.013633350035937075,0.001322792365490567,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg02449564,NA,4,8359247,-0.048010612187445505,0.001322948208091458,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg20586169,USP39,2,85628829,0.019734810724083392,0.001322971307028571,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg13484094,NA,2,164967770,-0.06788982423679789,0.001323009626941818,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg09390459,MECOM,3,169328799,-0.02635414475871866,0.0013230740858809734,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg26063625,PRDM2,1,13747669,-0.04167422861048415,0.0013231013071758168,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg14729600,DERL1,8,123041544,0.018161767282883913,0.0013231145486614542,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg23804015,LHFPL1,23,112681415,-0.0515602060782753,0.0013232465609041271,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg18028465,ILF2,1,153637792,0.017819826541153466,0.0013233603770836282,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg23492415,LINC01194,5,12691345,0.07624648602539962,0.0013233633508516196,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg23418540,FAM208B,10,5760804,-0.016285706134937173,0.0013233953623799208,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg22501608,IDH3A,15,78156787,-0.05284960728474735,0.0013234178961612168,0.04696842670349944,A1_asthma_vs_nonasthmatic
cg26601775,MRPS10,6,42185256,0.013609372905899685,0.0013235950411399403,0.04697278447602307,A1_asthma_vs_nonasthmatic
cg13977427,TRIM27,6,28925222,-0.02221831460922976,0.0013238385316100452,0.04697427722846086,A1_asthma_vs_nonasthmatic
cg25830719,NA,6,165745272,-0.03350567821966791,0.0013239200925143982,0.04697427722846086,A1_asthma_vs_nonasthmatic
cg03526503,C1orf38,1,27871972,-0.039876035145614136,0.0013239350093181127,0.04697427722846086,A1_asthma_vs_nonasthmatic
cg13810327,C9orf171,9,132425863,-0.028853617399615707,0.0013240075662334632,0.04697427722846086,A1_asthma_vs_nonasthmatic
cg01189298,NA,17,46970854,-0.015454135315479067,0.0013240176154815603,0.04697427722846086,A1_asthma_vs_nonasthmatic
cg07356654,NUP133,1,229452389,-0.05632938515901629,0.0013240876287865084,0.0469748326049396,A1_asthma_vs_nonasthmatic
cg26812848,NA,12,45919062,-0.04494494048165282,0.0013242751472691363,0.04697955651147086,A1_asthma_vs_nonasthmatic
cg05473131,NA,10,8298087,-0.010672808059343272,0.0013247707560147086,0.046995115616321186,A1_asthma_vs_nonasthmatic
cg09996455,CCBE1,18,57102454,-0.026502039139906505,0.0013248320021082647,0.046995115616321186,A1_asthma_vs_nonasthmatic
cg08514418,NA,6,28744779,0.015052327488818055,0.0013248768812024003,0.046995115616321186,A1_asthma_vs_nonasthmatic
cg09404381,WAC,10,28580356,-0.010872813926518876,0.0013250666224666969,0.04699991675646846,A1_asthma_vs_nonasthmatic
cg24485820,TESC,12,117536718,0.014066269436004473,0.001325348106430798,0.04700794759509148,A1_asthma_vs_nonasthmatic
cg04436918,GRAMD1C,3,113867587,-0.030491877434830037,0.001325498340224416,0.04700794759509148,A1_asthma_vs_nonasthmatic
cg03631396,GBP5,1,89267107,-0.033633462388321024,0.0013255106266601177,0.04700794759509148,A1_asthma_vs_nonasthmatic
cg16070135,CD96,3,111542050,0.017973797070210604,0.0013255724730348102,0.04700821174154536,A1_asthma_vs_nonasthmatic
cg17651864,PPEF2,4,75903556,-0.048021161798612516,0.0013256294431354748,0.04700830294818855,A1_asthma_vs_nonasthmatic
cg22360048,PDE4DIP,1,144924094,-0.022197365193892715,0.0013259753501976674,0.0470171899119977,A1_asthma_vs_nonasthmatic
cg00762672,SVEP1,9,110550709,-0.0512815949064529,0.0013261931532972794,0.04702250393107462,A1_asthma_vs_nonasthmatic
cg08823577,IDUA,4,991818,0.012100178853712049,0.0013262876074141617,0.04702255449930556,A1_asthma_vs_nonasthmatic
cg04418637,NA,4,175457625,-0.054285952816235786,0.0013263034088517689,0.04702255449930556,A1_asthma_vs_nonasthmatic
cg02621528,TF,3,133745203,-0.010277351564351046,0.0013263778534677321,0.047023264608404,A1_asthma_vs_nonasthmatic
cg13083564,POLD3,11,74604794,-0.06163312324504432,0.001326825556692579,0.0470352774528041,A1_asthma_vs_nonasthmatic
cg13634966,ESCO2,8,27804072,-0.047133013498938905,0.001326969871374102,0.0470384637085763,A1_asthma_vs_nonasthmatic
cg13638305,NA,23,20363331,-0.0460909174442919,0.0013270912993966692,0.047040838449330595,A1_asthma_vs_nonasthmatic
cg02192541,NA,6,116464073,-0.019081406530371894,0.001327210543470172,0.047041896567761136,A1_asthma_vs_nonasthmatic
cg23692540,NA,9,33637473,-0.05137631682329967,0.0013272449360633581,0.047041896567761136,A1_asthma_vs_nonasthmatic
cg14765802,INADL,1,61967848,-0.048987282162526014,0.0013272844616631703,0.047041896567761136,A1_asthma_vs_nonasthmatic
cg02819375,PACS2,14,105353501,-0.019404586228154462,0.0013274350020752517,0.047042530870930105,A1_asthma_vs_nonasthmatic
cg06614336,NCAPG2,7,158441237,-0.036187104794728295,0.0013274830741137277,0.047042530870930105,A1_asthma_vs_nonasthmatic
cg09148795,WDR43,2,28929892,-0.04960382924144204,0.0013275781093992016,0.047042530870930105,A1_asthma_vs_nonasthmatic
cg06393328,NA,7,22541772,-0.03480476459690905,0.0013275977209808686,0.047042530870930105,A1_asthma_vs_nonasthmatic
cg05173782,GRIN2D,19,48394818,0.020097386876682874,0.0013276283621371687,0.047042530870930105,A1_asthma_vs_nonasthmatic
cg26959447,XPO7,8,21968987,-0.03493817510002798,0.0013276289852713914,0.047042530870930105,A1_asthma_vs_nonasthmatic
cg22701212,NA,16,58843662,-0.013431703124696085,0.001327692550944298,0.0470428542901971,A1_asthma_vs_nonasthmatic
cg08944997,NA,20,4093252,0.024513900799329556,0.0013277568518093624,0.04704320373123264,A1_asthma_vs_nonasthmatic
cg06471117,SIK2,11,111588864,-0.010875424298109306,0.001327933115793689,0.047047519899936364,A1_asthma_vs_nonasthmatic
cg11160674,NA,1,185690089,-0.05371889828052328,0.0013280971685233412,0.04704844772279718,A1_asthma_vs_nonasthmatic
cg26648455,TWISTNB,7,19696391,-0.059468096793956086,0.001328105437587335,0.04704844772279718,A1_asthma_vs_nonasthmatic
cg06855506,NA,3,151434985,-0.061032637081547526,0.0013281979111394464,0.047049185542405204,A1_asthma_vs_nonasthmatic
cg23576208,TCF4,18,55404487,-0.04436068865690843,0.0013285562438419708,0.04705609845006808,A1_asthma_vs_nonasthmatic
cg10237017,LOC101929315,8,24514649,-0.03724886495286539,0.0013285690628425748,0.04705609845006808,A1_asthma_vs_nonasthmatic
cg21451117,NA,2,103292659,-0.04227809388574366,0.0013286196195153293,0.04705609845006808,A1_asthma_vs_nonasthmatic
cg27120934,LAMA2,6,129480619,-0.01588977670160751,0.001328696033382303,0.04705609845006808,A1_asthma_vs_nonasthmatic
cg08935570,NA,20,6626842,0.03072027265867228,0.0013287062570969226,0.04705609845006808,A1_asthma_vs_nonasthmatic
cg18384387,CNOT6L,4,78641755,-0.015494216367354133,0.0013287197834178609,0.04705609845006808,A1_asthma_vs_nonasthmatic
cg07601592,NA,8,35109649,0.020571839643523812,0.001328876825389238,0.047057802991999374,A1_asthma_vs_nonasthmatic
cg20331177,KRTAP4-2,17,41178718,-0.011782355437449007,0.0013291255798569225,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg02323993,SENP1,12,48097820,-0.02996487287190466,0.0013291945863740475,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg08473412,NA,6,23125137,-0.02369694931397823,0.0013292108690365477,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg02799237,NA,1,27527276,-0.012936327793031395,0.0013292520876503483,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg17017591,NA,6,28589988,-0.03171954712616529,0.0013293043903213502,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg08934077,CDK14,7,90824097,-0.012491746535126634,0.0013293489291438107,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg16340258,ANO2,12,5572868,-0.01579045133834692,0.0013294104553749717,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg16763805,NA,12,4147398,0.03337948911901738,0.0013294741946523175,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg22731164,GPR176,15,39899957,-0.04866806191597115,0.00132949810764769,0.047060518933353813,A1_asthma_vs_nonasthmatic
cg17743481,IGSF6,16,21641747,-0.01786355121011911,0.0013297871826968145,0.047067913145097603,A1_asthma_vs_nonasthmatic
cg16389022,NA,14,85333361,-0.02330414078845767,0.001329963710828893,0.04707121562255118,A1_asthma_vs_nonasthmatic
cg01402448,FAM54A,6,136250467,0.01432240888657913,0.001330049753768405,0.04707233299825837,A1_asthma_vs_nonasthmatic
cg26988628,TNIK,3,171194326,-0.01509643098453221,0.0013301368915793685,0.04707341915415176,A1_asthma_vs_nonasthmatic
cg02775369,GNAO1,16,56282309,-0.010599810912057974,0.0013301893906688081,0.04707341915415176,A1_asthma_vs_nonasthmatic
cg15395863,RERG,12,15115770,-0.014807026321068882,0.0013305250030478152,0.047081439844141336,A1_asthma_vs_nonasthmatic
cg11723270,NA,2,153593960,-0.014902172302230586,0.0013307722379737761,0.04708286786081555,A1_asthma_vs_nonasthmatic
cg04026002,ADAM9,8,39014994,-0.05771808942449074,0.001330834811445478,0.04708286786081555,A1_asthma_vs_nonasthmatic
cg03874379,HIVEP1,6,12147978,-0.016881892789425385,0.0013308377812795442,0.04708286786081555,A1_asthma_vs_nonasthmatic
cg05154615,SETBP1,18,44680829,0.02579789935982324,0.0013309672688575824,0.04708528637339499,A1_asthma_vs_nonasthmatic
cg16275270,NA,11,123354044,-0.03630924367953737,0.0013310826782099085,0.04708528637339499,A1_asthma_vs_nonasthmatic
cg23102197,TRIM49,11,89535662,0.012348118062704937,0.0013311240917130778,0.04708528637339499,A1_asthma_vs_nonasthmatic
cg24195584,NAV3,12,78118253,0.04800477441093559,0.0013314617975121116,0.047093778323506745,A1_asthma_vs_nonasthmatic
cg06841535,NA,4,110861901,-0.0499383566776524,0.0013316180224239998,0.047093778323506745,A1_asthma_vs_nonasthmatic
cg14760357,RPRD1A,18,36068830,-0.05072521989145573,0.001331619801413424,0.047093778323506745,A1_asthma_vs_nonasthmatic
cg00997931,YOD1,1,207047693,-0.04107351774939438,0.0013316366488012378,0.047093778323506745,A1_asthma_vs_nonasthmatic
cg01496475,LRRC40,1,70611550,-0.04091696207876846,0.0013317078551120442,0.04709436922617381,A1_asthma_vs_nonasthmatic
cg05983826,GNAQ,9,77752410,-0.05023659810655659,0.0013321627290549143,0.04710852750494179,A1_asthma_vs_nonasthmatic
cg07253192,NA,14,73274951,-0.050179351773959414,0.00133241884980211,0.04711565651420709,A1_asthma_vs_nonasthmatic
cg09267427,NCOR2,12,124469378,0.033118255462402824,0.001332546539453689,0.04711824367453596,A1_asthma_vs_nonasthmatic
cg25225199,TRRAP,7,98885852,-0.022643948271586143,0.001332745186791488,0.04712333955221923,A1_asthma_vs_nonasthmatic
cg20440668,MROH9,1,170935562,-0.04179688865163395,0.0013329285791487085,0.04712789564782598,A1_asthma_vs_nonasthmatic
cg19107865,NA,17,16941778,-0.016199762614428216,0.0013329992207136469,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg15171098,TUSC3,8,15539202,-0.024036604395800083,0.0013330626771453317,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg06549607,IRS2,13,109788005,0.021173082954162377,0.0013332748781556204,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg05478517,PKP4,2,158485341,-0.010802457970950943,0.0013334024784588125,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg26442810,ERBB2IP,5,65945369,-0.026894734744231708,0.0013334259460147826,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg16661004,ZYG11A,1,52877589,-0.04473875091787692,0.0013334535936181913,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg18440745,NA,18,66424714,-0.02032461305224367,0.0013334752170116727,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg22403253,RUNDC3B,7,87700402,-0.017675321202879932,0.0013335238602337645,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg08816369,HDAC9,7,18511396,-0.024735777208479783,0.0013335651884803772,0.047128148669316076,A1_asthma_vs_nonasthmatic
cg12394706,NA,8,98976448,-0.04404586603250683,0.0013339618415509212,0.047135500216712124,A1_asthma_vs_nonasthmatic
cg11558117,NA,14,27076047,-0.058779842464434726,0.001334102694468833,0.04713761105591192,A1_asthma_vs_nonasthmatic
